POS,Player,Wkts,Mat,Inns,Ov,Runs,BBI,Avg,Econ,SR,4w,5w,Season
40,Ajit Agarkar DC,8,7,7,27,231,3/25,28.87,8.55,20.25,0,0,2011
41,Jacques Kallis KKR,7,15,9,24,170,3/13,24.28,7.08,20.57,0,0,2011
42,James Hopes DC,7,10,9,32,272,2/2,38.85,8.5,27.42,0,0,2011
43,Johan Botha RR,7,10,10,36,239,3/6,34.14,6.63,30.85,0,0,2011
44,Mitchell Marsh PWI,7,5,5,14,99,4/25,14.14,6.98,12.14,1,0,2011
45,Paul Valthaty PBKS,7,14,9,24,189,4/29,27,7.82,20.71,1,0,2011
46,Shanthakumaran Sreesanth KTK,7,9,9,32,206,3/29,29.42,6.47,27.28,0,0,2011
47,Brad Hodge KTK,7,14,4,11,77,4/13,11,7,9.42,1,0,2011
48,Jaydev Unadkat KKR,6,7,6,18,150,5/25,25,8.33,18,0,0,2011
49,Suraj Randiv CSK,6,8,8,29,223,2/24,37.16,7.68,29,0,0,2011
50,Shaun Tait RR,6,4,4,15,127,3/13,21.16,8.56,14.83,0,0,2011
51,Shane Watson RR,6,11,10,36,241,4/29,40.16,6.69,36,0,0,2011
52,Dwayne Bravo CSK,6,6,6,20,157,4/22,26.16,7.85,20,0,0,2011
53,Raiphi Gomez KTK,5,11,8,15,124,2/14,24.8,8.26,18,0,0,2011
54,Ryan McLaren PBKS,5,6,6,18,178,2/28,35.6,9.88,21.6,0,0,2011
55,Roelof van der Merwe DC,5,4,4,15,92,3/20,18.4,6.2,17.8,0,0,2011
56,Dhawal Kulkarni MI,5,6,6,20,149,4/14,29.8,7.45,24,0,0,2011
57,Syed Mohammad RCB,5,5,5,15,127,2/15,25.4,8.46,18,0,0,2011
58,Brett Lee KKR,5,12,12,45,338,3/15,67.6,7.45,54.4,0,0,2011
59,Charl Langeveldt RCB,5,3,3,11,84,3/15,16.8,7.63,13.2,0,0,2011
60,Abhimanyu Mithun RCB,5,12,12,34,321,2/1,64.2,9.44,40.8,0,0,2011
61,Ashok Dinda DC,5,6,5,17,152,4/18,30.4,8.94,20.4,0,0,2011
62,Shrikant Wagh PWI,4,7,7,16,121,3/16,30.25,7.56,24,0,0,2011
63,Suresh Raina CSK,4,16,12,27,201,2/1,50.25,7.3,41.25,0,0,2011
64,JP Duminy DEC,4,10,8,18,143,4/17,35.75,7.94,27,0,0,2011
65,Jesse Ryder PWI,4,13,7,15,118,2/14,29.5,7.69,23,0,0,2011
66,Manpreet Gony DEC,4,3,3,9,85,3/31,21.25,9.44,13.5,0,0,2011
67,Tim Southee CSK,4,5,5,19,166,3/24,41.5,8.73,28.5,0,0,2011
68,P Parameswaran KTK,4,5,5,15,137,2/20,34.25,8.74,23.5,0,0,2011
69,Bipul Sharma PBKS,4,4,4,12,78,2/13,19.5,6.5,18,0,0,2011
70,Shahbaz Nadeem DC,4,5,5,19,142,3/16,35.5,7.47,28.5,0,0,2011
71,Harmeet Singh Bansal DEC,3,2,2,7,53,3/24,17.66,7.57,14,0,0,2011
72,Aavishkar Salvi DC,3,2,2,8,66,2/1,22,8.25,16,0,0,2011
73,Ryan Ninan RCB,3,2,2,6,65,2/1,21.66,10.83,12,0,0,2011
74,Ali Murtaza MI,3,5,5,20,117,3/15,39,5.85,40,0,0,2011
75,Bhuvneshwar Kumar PWI,3,4,4,11,67,5/19,22.33,6.09,22,0,0,2011
76,James Franklin MI,3,8,6,10,99,2/18,33,9.73,20.33,0,0,2011
77,Anand Rajan DEC,3,2,2,5,50,3/27,16.66,10,10,0,0,2011
78,Johan van der Wath RCB,3,3,3,12,129,2/1,43,10.75,24,0,0,2011
79,Varun Aaron DC,2,4,3,12,82,3/16,41,6.83,36,0,0,2011
80,Thisara Perera KTK,2,4,4,14,111,3/20,55.5,7.92,42,0,0,2011
81,Umesh Yadav DC,2,7,6,18,169,4/24,84.5,9.38,54,0,0,2011
82,Ashok Menaria RR,2,13,9,15,121,2/20,60.5,8.06,45,0,0,2011
83,Dirk Nannes RCB,2,2,2,4,31,3/27,15.5,7.75,12,0,0,2011
84,Virat Kohli RCB,2,16,10,17,139,2/25,69.5,8.17,51,0,0,2011
85,Muttiah Muralitharan KTK,2,5,5,19,141,3/11,70.5,7.42,57,0,0,2011
86,Abhishek Nayar PBKS,2,10,6,10,95,3/13,47.5,9.34,30.5,0,0,2011
87,Ramesh Powar KTK,2,5,5,12,112,2/11,56,9.33,36,0,0,2011
88,Yogesh Nagar DC,1,11,5,5,67,1/3,67,13.4,30,0,0,2011
89,David Hussey PBKS,1,8,2,3,38,2/2,38,12.66,18,0,0,2011
90,Shikhar Dhawan DEC,1,14,2,2,11,1/7,11,5.5,12,0,0,2011
91,Tillakaratne Dilshan RCB,1,10,6,12,108,1/30,108,9,72,0,0,2011
92,Andrew Symonds MI,1,11,3,4,41,3/21,41,10.25,24,0,0,2011
93,Murali Kartik PWI,1,6,6,21,166,3/17,166,7.96,125,0,0,2011
94,Nayan Doshi RR,1,3,3,5,62,1/15,62,11.62,32,0,0,2011
95,Nuwan Kulasekara CSK,1,1,1,3,26,2/10,26,8.66,18,0,0,2011
96,Jacob Oram RR,1,2,1,2,32,3/1,32,16,12,0,0,2011
97,James Faulkner PWI,1,1,1,2,9,5/16,9,4.5,12,0,0,2011
,,,,,,,,,,,,,2012
1,Morne Morkel DC,25,16,16,63,453,4/20,18.12,7.19,15.12,1,0,2012
2,Sunil Narine KKR,24,15,15,59,324,5/19,13.5,5.47,14.79,1,1,2012
3,Lasith Malinga MI,22,14,14,55,350,5/13,15.9,6.3,15.13,1,0,2012
4,Umesh Yadav DC,19,17,17,61,453,4/24,23.84,7.42,19.26,0,0,2012
5,Vinay Kumar RCB,19,15,14,56,480,4/1,25.26,8.59,17.63,0,0,2012
6,Dale Steyn DEC,18,12,12,46,285,3/11,15.83,6.1,15.55,0,0,2012
7,Parvinder Awana PBKS,17,12,12,47,372,4/1,21.88,7.91,16.58,1,0,2012
8,Zaheer Khan RCB,17,16,15,60,453,4/17,26.64,7.55,21.17,0,0,2012
9,Kieron Pollard MI,16,14,14,44,350,4/1,21.87,7.98,16.43,1,0,2012
10,Piyush Chawla PBKS,16,16,16,57,419,4/17,26.18,7.35,21.37,0,0,2012
11,Dwayne Bravo CSK,15,19,18,57,461,4/22,30.73,7.99,23.06,0,0,2012
12,Jacques Kallis KKR,15,17,16,54,403,3/13,26.86,7.46,21.6,0,0,2012
13,Munaf Patel MI,15,12,12,46,367,5/21,24.46,7.86,18.66,2,0,2012
14,Muttiah Muralitharan RCB,15,10,10,40,260,3/11,17.33,6.5,16,0,0,2012
15,Azhar Mahmood PBKS,14,11,11,42,329,3/20,23.5,7.71,18.28,0,0,2012
16,Ben Hilfenhaus CSK,14,9,9,34,233,3/27,16.64,6.85,14.57,0,0,2012
17,Ravichandran Ashwin CSK,14,19,18,66,432,4/1,30.85,6.56,28.21,0,0,2012
18,Albie Morkel CSK,13,16,15,49,385,4/1,29.61,7.77,22.84,0,0,2012
19,Amit Mishra DEC,13,14,14,47,377,5/17,29,8.02,21.69,0,0,2012
20,Rajat Bhatia KKR,13,17,16,53,389,4/15,29.92,7.31,24.53,0,0,2012
21,Siddharth Trivedi RR,13,14,14,52,380,4/25,29.23,7.3,24,1,0,2012
22,Ravindra Jadeja CSK,12,19,14,35,273,5/16,22.75,7.8,17.5,0,1,2012
23,Shakib Al Hasan KKR,12,8,8,30,195,3/17,16.25,6.5,15,0,0,2012
24,Ashish Nehra PWI,11,13,13,48,402,4/10,36.54,8.37,26.18,0,0,2012
25,Lakshmipathy Balaji KKR,11,8,8,30,162,5/24,14.72,5.43,16.27,1,0,2012
26,Amit Singh RR,10,9,9,33,310,4/19,31,9.44,19.7,0,0,2012
27,Ashish Reddy DEC,10,9,8,24,205,3/25,20.5,8.48,14.5,0,0,2012
28,Brad Hogg RR,10,9,9,36,253,4/29,25.3,7.02,21.6,0,0,2012
29,Kevon Cooper RR,10,6,6,24,174,4/26,17.4,7.25,14.4,1,0,2012
30,RP Singh MI,10,11,11,41,318,4/22,31.8,7.75,24.6,0,0,2012
31,Veer Pratap Singh DEC,10,9,9,34,296,2/1,29.6,8.7,20.4,0,0,2012
32,Ashok Dinda PWI,9,7,7,24,169,4/18,18.77,7.04,16,1,0,2012
33,Harshal Patel RCB,9,12,11,41,340,5/27,37.77,8.29,27.33,0,0,2012
34,Johan Botha RR,9,11,11,41,297,3/6,33,7.24,27.33,0,0,2012
35,Pragyan Ojha MI,9,9,9,30,220,3/11,24.44,7.33,20,0,0,2012
36,Praveen Kumar PBKS,9,16,16,63,434,3/18,48.22,6.88,42,0,0,2012
37,Rahul Sharma PWI,9,11,11,37,300,3/13,33.33,8.1,24.66,0,0,2012
38,Shadab Jakati CSK,9,15,15,41,335,4/22,37.22,8.17,27.33,0,0,2012
39,Bhuvneshwar Kumar PWI,8,11,11,39,281,5/19,35.12,7.2,29.25,0,0,2012
40,Dan Christian DEC,8,7,7,27,233,2/10,29.12,8.62,20.25,0,0,2012
41,Doug Bollinger CSK,8,6,6,18,157,4/13,19.62,8.72,13.5,0,0,2012
42,Irfan Pathan DC,8,17,17,60,465,3/24,58.12,7.75,45,0,0,2012
43,Marlon Samuels PWI,8,8,8,28,216,3/1,27,7.53,21.5,0,0,2012
44,Ryan Harris PBKS,8,5,5,18,130,4/1,16.25,7.22,13.5,1,0,2012
45,Shahbaz Nadeem DC,8,12,12,45,318,3/16,39.75,7.06,33.75,0,0,2012
46,Varun Aaron DC,8,8,8,31,271,3/16,33.87,8.74,23.25,0,0,2012
47,Angelo Mathews PWI,7,9,9,26,192,4/19,27.42,7.38,22.28,0,0,2012
48,Ankeet Chavan RR,7,8,8,27,236,2/23,33.71,8.63,23.42,0,0,2012
49,Brett Lee KKR,7,10,10,38,299,3/15,42.71,7.86,32.57,0,0,2012
50,Dimitri Mascarenhas PBKS,7,4,4,16,105,5/25,15,6.56,13.71,0,1,2012
51,Pankaj Singh RR,7,6,6,21,170,2/18,24.28,8.09,18,0,0,2012
52,Pawan Negi DC,7,8,6,22,152,4/18,21.71,6.9,18.85,1,0,2012
53,Dhawal Kulkarni MI,6,2,2,8,64,4/14,10.66,8,8,0,0,2012
54,Harbhajan Singh MI,6,17,16,54,384,5/18,64,7.11,54,0,0,2012
55,Harmeet Singh Bansal PBKS,6,7,6,19,168,3/24,28,8.68,19.33,0,0,2012
56,James Franklin MI,6,12,9,15,121,2/18,20.16,8.06,15,0,0,2012
57,KP Appanna RCB,6,7,6,17,148,4/19,24.66,8.7,17,1,0,2012
58,Shane Watson RR,6,7,7,23,161,4/29,26.83,7,23,0,0,2012
59,Shaun Tait RR,6,6,6,23,151,3/13,25.16,6.61,22.83,0,0,2012
60,Ajit Chandila RR,5,4,4,14,86,4/13,17.2,6.14,16.8,1,0,2012
61,Andrew McDonald RCB,5,4,3,10,61,2/25,12.2,6.1,12,0,0,2012
62,Daniel Vettori RCB,5,9,9,35,236,3/15,47.2,6.74,42,0,0,2012
63,Wayne Parnell PWI,5,6,6,21,128,3/27,25.6,6.09,25.2,0,0,2012
64,Ankit Sharma DEC,4,9,9,24,165,2/20,41.25,6.82,36.25,0,0,2012
65,Iqbal Abdulla KKR,4,9,8,22,144,3/24,36,6.54,33,0,0,2012
66,Murali Kartik PWI,4,11,11,36,266,3/17,66.5,7.38,54,0,0,2012
67,Nuwan Kulasekara CSK,4,5,4,14,94,2/10,23.5,6.71,21,0,0,2012
68,Ajit Agarkar DC,3,4,4,14,134,3/25,44.66,9.34,28.66,0,0,2012
69,Alfonso Thomas PWI,3,4,4,14,109,3/22,36.33,7.78,28,0,0,2012
70,Anand Rajan DEC,3,4,4,12,109,3/27,36.33,9.21,23.66,0,0,2012
71,David Hussey PBKS,3,16,6,9,63,2/2,21,7,18,0,0,2012
72,Doug Bracewell DC,3,1,1,4,32,3/1,10.66,8,8,0,0,2012
73,James Faulkner PBKS,3,2,2,8,72,5/16,24,9,16,0,0,2012
74,Manpreet Gony DEC,3,6,6,24,207,3/31,69,8.62,48,0,0,2012
75,Marchant de Lange KKR,3,3,3,10,107,3/1,35.66,10.7,20,0,0,2012
76,Robin Peterson MI,3,5,4,8,70,3/1,23.33,8.75,16,0,0,2012
77,Shikhar Dhawan DEC,3,15,4,6,55,1/7,18.33,9.16,12,0,0,2012
78,Stuart Binny RR,3,8,6,10,78,2/14,26,7.8,20,0,0,2012
79,Yo Mahesh CSK,3,5,4,9,81,4/1,27,8.67,18.66,0,0,2012
80,Yusuf Pathan KKR,3,17,12,22,182,3/20,60.66,8.27,44,0,0,2012
81,Bhargav Bhatt PBKS,2,5,5,16,136,4/22,68,8.24,49.5,0,0,2012
82,Dwayne Smith MI,2,7,6,13,95,4/8,47.5,7.3,39,0,0,2012
83,Juan Theron DEC,2,2,2,8,66,2/17,33,8.25,24,0,0,2012
84,Michael Clarke PWI,2,6,5,11,67,1/12,33.5,6.09,33,0,0,2012
85,Roelof van der Merwe DC,2,3,3,10,60,3/20,30,6,30,0,0,2012
86,Sourav Ganguly PWI,2,15,4,10,95,2/21,47.5,9.5,30,0,0,2012
87,Suresh Raina CSK,2,19,7,14,105,2/1,52.5,7.5,42,0,0,2012
88,Abhishek Jhunjhunwala DEC,1,5,3,6,38,1/13,38,6.33,36,0,0,2012
89,Akshath Reddy DEC,1,5,1,3,32,1/1,32,10.66,18,0,0,2012
90,Andre Russell DC,1,4,4,16,161,5/15,161,10.06,96,0,0,2012
91,Ashok Menaria RR,1,15,3,3,23,2/20,23,6.9,20,0,0,2012
92,Brad Hodge RR,1,12,2,2,21,4/13,21,10.5,12,0,0,2012
93,Clint McKay MI,1,2,2,7,60,1/1,60,8.57,42,0,0,2012
94,Glenn Maxwell DC,1,2,2,3,22,2/15,22,7.33,18,0,0,2012
95,Jesse Ryder PWI,1,11,4,7,70,2/14,70,10,42,0,0,2012
96,JP Duminy DEC,1,9,6,12,104,4/17,104,8.66,72,0,0,2012
97,Laxmi Ratan Shukla KKR,1,11,2,2,12,3/25,12,6,12,0,0,2012
98,Mandeep Singh PBKS,1,16,1,3,23,1/23,23,7.66,18,0,0,2012
99,Pradeep Sangwan KKR,1,1,1,4,42,3/18,42,10.5,24,0,0,2012
100,Ryan ten Doeschate KKR,1,3,1,3,24,1/24,24,8,18,0,0,2012
101,TP Sudhindra DEC,1,3,3,11,136,1/1,136,11.65,70,0,0,2012
,,,,,,,,,,,,,2013
1,Dwayne Bravo CSK,32,18,18,62,497,4/22,15.53,7.95,11.71,1,0,2013
2,James Faulkner RR,28,16,16,63,427,5/16,15.25,6.75,13.53,0,2,2013
3,Harbhajan Singh MI,24,19,19,70,456,5/18,19,6.51,17.5,0,0,2013
4,Mitchell Johnson MI,24,17,17,64,459,3/26,19.12,7.17,16,0,0,2013
5,Vinay Kumar RCB,23,16,16,60,493,4/1,21.43,8.19,15.69,0,0,2013
6,Sunil Narine KKR,22,16,16,64,350,5/19,15.9,5.46,17.45,2,0,2013
7,Amit Mishra SRH,21,17,17,62,394,5/17,18.76,6.35,17.71,1,0,2013
8,Lasith Malinga MI,20,17,17,65,468,5/13,23.4,7.16,19.6,0,0,2013
9,Mohit Sharma CSK,20,15,15,50,326,4/14,16.3,6.43,15.2,0,0,2013
10,Dale Steyn SRH,19,17,17,68,384,3/11,20.21,5.66,21.42,0,0,2013
11,Kevon Cooper RR,19,14,14,54,449,4/26,23.63,8.31,17.05,0,0,2013
12,Thisara Perera SRH,19,16,16,59,478,3/20,25.15,8.01,18.84,0,0,2013
13,Ashok Dinda PWI,16,13,13,49,465,4/18,29.06,9.48,18.37,0,0,2013
14,Jacques Kallis KKR,16,16,15,53,394,3/13,24.62,7.43,19.87,0,0,2013
15,Pragyan Ojha MI,16,16,15,52,381,3/11,23.81,7.28,19.62,0,0,2013
16,Umesh Yadav DC,16,16,16,58,508,4/24,31.75,8.78,21.68,1,0,2013
17,Azhar Mahmood PBKS,15,11,11,44,330,3/20,22,7.52,17.53,0,0,2013
18,Chris Morris CSK,15,16,16,50,401,4/23,26.73,8.02,20,0,0,2013
19,Ishant Sharma SRH,15,16,16,59,466,5/12,31.06,7.81,23.86,0,0,2013
20,Parvinder Awana PBKS,15,14,14,54,412,4/1,27.46,7.62,21.6,0,0,2013
21,Ravichandran Ashwin CSK,15,18,18,58,390,4/1,26,6.72,23.2,0,0,2013
22,Bhuvneshwar Kumar PWI,13,16,16,57,371,5/19,28.53,6.5,26.3,0,0,2013
23,Jaydev Unadkat RCB,13,13,13,49,370,5/25,28.46,7.55,22.61,0,1,2013
24,Ravi Rampaul RCB,13,10,10,37,261,3/31,20.07,6.92,17.38,0,0,2013
25,Ravindra Jadeja CSK,13,18,15,43,323,5/16,24.84,7.48,19.92,0,0,2013
26,RP Singh RCB,13,11,11,40,335,4/22,25.76,8.41,18.38,0,0,2013
27,Shane Watson RR,13,16,13,41,298,4/29,22.92,7.15,19.23,0,0,2013
28,Lakshmipathy Balaji KKR,12,13,13,50,387,5/24,32.25,7.74,25,0,0,2013
29,Praveen Kumar PBKS,12,15,15,56,373,3/18,31.08,6.62,28.16,0,0,2013
30,Siddharth Trivedi RR,12,17,17,60,410,4/25,34.16,6.85,29.91,0,0,2013
31,Ashish Nehra DC,11,10,10,36,316,4/10,28.72,8.77,19.63,0,0,2013
32,Karn Sharma SRH,11,13,13,35,230,4/16,20.9,6.6,19,0,0,2013
33,Piyush Chawla PBKS,11,16,16,58,418,4/17,38,7.16,31.81,0,0,2013
34,Rajat Bhatia KKR,11,15,15,44,332,4/15,30.18,7.57,23.9,0,0,2013
35,Irfan Pathan DC,10,15,15,51,382,3/24,38.2,7.44,30.8,0,0,2013
36,Kieron Pollard MI,10,18,14,31,292,4/1,29.2,9.41,18.6,0,0,2013
37,Murali Kartik RCB,9,11,11,39,284,3/17,31.55,7.28,26,0,0,2013
38,Rahul Sharma PWI,9,11,11,41,281,3/13,31.22,6.85,27.33,0,0,2013
39,Sachithra Senanayake KKR,9,8,8,32,209,2/26,23.22,6.53,21.33,0,0,2013
40,Shahbaz Nadeem DC,9,12,12,44,259,3/16,28.77,5.88,29.33,0,0,2013
41,Darren Sammy SRH,8,10,9,22,168,4/22,21,7.52,16.75,1,0,2013
42,Dhawal Kulkarni MI,8,6,6,18,151,4/14,18.87,8.08,14,0,0,2013
43,Sandeep Sharma PBKS,8,4,4,16,119,4/20,14.87,7.43,12,0,0,2013
44,Albie Morkel CSK,7,8,7,24,159,4/1,22.71,6.62,20.57,0,0,2013
45,Iqbal Abdulla KKR,7,5,5,19,142,3/24,20.28,7.53,16.14,0,0,2013
46,Manpreet Gony PBKS,7,8,8,28,256,3/31,36.57,9.14,24,0,0,2013
47,Mitchell Marsh PWI,7,9,7,19,182,4/25,26,9.41,16.57,0,0,2013
48,Moises Henriques RCB,7,10,8,21,185,3/12,26.42,8.74,18.14,0,0,2013
49,Morne Morkel DC,7,10,10,40,335,4/20,47.85,8.37,34.28,0,0,2013
50,Ajit Chandila RR,6,8,8,25,156,4/13,26,6.24,25,0,0,2013
51,Stuart Binny RR,6,17,14,24,162,2/14,27,6.75,24,0,0,2013
52,Wayne Parnell PWI,6,4,4,15,137,3/27,22.83,9.23,14.83,0,0,2013
53,Yuvraj Singh PWI,6,13,10,22,152,4/29,25.33,6.9,22,0,0,2013
54,Angelo Mathews PWI,5,11,10,31,240,4/19,48,7.74,37.2,0,0,2013
55,Harmeet Singh Bansal PBKS,5,3,3,11,87,3/24,17.4,7.67,13.6,0,0,2013
56,Johan Botha DC,5,6,6,16,109,3/6,21.8,6.54,20,0,0,2013
57,Shanthakumaran Sreesanth RR,5,7,7,21,163,3/29,32.6,7.52,26,0,0,2013
58,Zaheer Khan RCB,5,2,2,6,47,4/17,9.4,7.83,7.2,1,0,2013
59,Brett Lee KKR,4,3,3,12,86,3/15,21.5,7.16,18,0,0,2013
60,Dirk Nannes CSK,4,5,5,20,158,3/27,39.5,7.96,29.75,0,0,2013
61,Siddarth Kaul DC,4,6,6,22,170,4/29,42.5,7.78,32.75,0,0,2013
62,Abu Nechim MI,3,2,2,7,45,2/27,15,6.42,14,0,0,2013
63,Ali Murtaza PWI,3,3,3,10,94,3/15,31.33,9.4,20,0,0,2013
64,Ashish Reddy SRH,3,12,5,6,70,3/25,23.33,10.5,13.33,0,0,2013
65,Chris Gayle RCB,3,16,4,4,40,3/21,13.33,10,8,0,0,2013
66,Jasprit Bumrah MI,3,2,2,7,70,4/14,23.33,10,14,0,0,2013
67,Munaf Patel MI,3,4,4,15,137,5/21,45.66,9.13,30,0,0,2013
68,Muttiah Muralitharan RCB,3,6,6,23,177,3/11,59,7.69,46,0,0,2013
69,Rahul Shukla RR,3,3,3,8,79,2/28,26.33,9.87,16,0,0,2013
70,Roelof van der Merwe DC,3,3,3,11,71,3/20,23.66,6.45,22,0,0,2013
71,Ryan McLaren KKR,3,2,2,7,94,2/28,31.33,13.42,14,0,0,2013
72,Syed Mohammad RCB,3,4,4,10,91,2/15,30.33,9.1,20,0,0,2013
73,Abhishek Nayar PWI,2,11,3,8,59,3/13,29.5,7.37,24,0,0,2013
74,Ajantha Mendis PWI,2,3,3,12,78,2/19,39,6.5,36,0,0,2013
75,Anand Rajan SRH,2,2,2,8,42,3/27,21,5.25,24,0,0,2013
76,Dwayne Smith MI,2,13,3,5,59,4/8,29.5,11.8,15,0,0,2013
77,Jason Holder CSK,2,6,6,20,168,4/1,84,8.4,60,0,0,2013
78,Kane Richardson PWI,2,3,3,12,101,3/13,50.5,8.53,35.5,0,0,2013
79,Luke Wright PWI,2,6,5,10,100,1/12,50,10.16,29.5,0,0,2013
80,Rishi Dhawan MI,2,6,5,15,109,2/14,54.5,7.26,45,0,0,2013
81,Vikramjeet Malik RR,2,3,3,10,59,2/14,29.5,5.9,30,0,0,2013
82,Aaron Finch PWI,1,14,3,4,49,1/11,49,12.25,24,0,0,2013
83,Abhimanyu Mithun RCB,1,1,1,4,37,2/1,37,9.25,24,0,0,2013
84,Andrew McDonald RCB,1,1,1,2,17,2/25,17,8.5,12,0,0,2013
85,Ankeet Chavan RR,1,3,3,9,63,2/23,63,7,54,0,0,2013
86,Ankit Rajpoot CSK,1,2,2,4,35,5/14,35,8.75,24,0,0,2013
87,Ben Laughlin CSK,1,2,2,7,71,2/15,71,10.14,42,0,0,2013
88,Bhargav Bhatt PBKS,1,2,2,5,32,4/22,32,6.4,30,0,0,2013
89,Bipul Sharma PBKS,1,1,1,4,21,2/13,21,5.25,24,0,0,2013
90,Cameron White SRH,1,13,2,2,16,1/14,16,8,12,0,0,2013
91,Hanuma Vihari SRH,1,17,5,6,38,1/5,38,6.33,36,0,0,2013
92,Harmeet Singh RR,1,1,1,4,34,1/1,34,8.5,24,0,0,2013
93,Ishwar Pandey PWI,1,2,2,4,50,2/23,50,12.5,24,0,0,2013
94,Jeevan Mendis DC,1,3,2,5,36,1/16,36,7.2,30,0,0,2013
95,Laxmi Ratan Shukla KKR,1,4,2,3,22,3/25,22,7.33,18,0,0,2013
96,Marlon Samuels PWI,1,2,1,4,34,3/1,34,8.5,24,0,0,2013
97,Mohammad Shami KKR,1,3,3,9,78,3/15,78,8.66,54,0,0,2013
98,Nathan Coulter-Nile MI,1,1,1,4,29,4/14,29,7.25,24,0,0,2013
99,Parveez Rasool PWI,1,2,2,5,28,1/20,28,5.6,30,0,0,2013
100,Pawan Suyal MI,1,1,1,3,21,1/21,21,7,18,0,0,2013
101,Pravin Tambe RR,1,3,3,11,88,4/20,88,8,66,0,0,2013
102,Ryan Harris PBKS,1,3,3,12,72,4/1,72,6,72,0,0,2013
103,Sarabjit Ladda KKR,1,1,1,2,18,2/1,18,9,12,0,0,2013
104,Shaun Tait RR,1,3,3,10,98,3/13,98,9.8,60,0,0,2013
105,Suresh Raina CSK,1,18,2,2,23,2/1,23,11.5,12,0,0,2013
106,Tirumalasetti Suman PWI,1,7,1,2,15,2/14,15,7.5,12,0,0,2013
107,Yusuf Pathan KKR,1,16,5,9,73,3/20,73,8.11,54,0,0,2013
,,,,,,,,,,,,,2014
1,Mohit Sharma CSK,23,16,16,54,452,4/14,19.65,8.39,14.04,1,0,2014
2,Sunil Narine KKR,21,16,16,64,407,5/19,19.38,6.35,18.28,2,0,2014
3,Bhuvneshwar Kumar SRH,20,14,14,53,354,5/19,17.7,6.65,15.95,1,0,2014
4,Ravindra Jadeja CSK,19,16,16,54,443,5/16,23.31,8.15,17.15,2,0,2014
5,Sandeep Sharma PBKS,18,11,11,40,354,4/20,19.66,8.81,13.38,0,0,2014
6,Mitchell Johnson PBKS,17,14,14,53,444,3/26,26.11,8.29,18.88,0,0,2014
7,Axar Patel PBKS,17,17,17,66,405,4/21,23.82,6.13,23.29,0,0,2014
8,Lasith Malinga MI,16,10,10,39,253,5/13,15.81,6.45,14.68,1,0,2014
9,Varun Aaron RCB,16,10,10,36,299,3/16,18.68,8.15,13.75,0,0,2014
10,Ravichandran Ashwin CSK,16,16,16,60,437,4/1,27.31,7.3,22.43,0,0,2014
11,Karn Sharma SRH,15,14,14,50,376,4/16,25.06,7.42,20.26,1,0,2014
12,Pravin Tambe RR,15,13,13,49,356,4/20,23.73,7.26,19.6,1,0,2014
13,Harbhajan Singh MI,14,14,14,55,356,5/18,25.42,6.47,23.57,0,0,2014
14,Piyush Chawla KKR,14,11,11,39,303,4/17,21.64,7.67,16.92,0,0,2014
15,Mitchell Starc RCB,14,14,14,53,402,4/15,28.71,7.49,23,0,0,2014
16,Rishi Dhawan PBKS,13,13,13,47,365,2/14,28.07,7.71,21.84,0,0,2014
17,Rajat Bhatia RR,12,12,12,38,283,4/15,23.58,7.44,19,0,0,2014
18,Morne Morkel KKR,12,12,12,48,367,4/20,30.58,7.64,24,0,0,2014
19,Lakshmipathy Balaji PBKS,12,9,9,34,299,5/24,24.91,8.79,17,1,0,2014
20,Yuzvendra Chahal RCB,12,14,14,55,386,4/25,32.16,7.01,27.5,0,0,2014
21,Shakib Al Hasan KKR,11,13,13,50,334,3/17,30.36,6.68,27.27,0,0,2014
22,James Faulkner RR,11,13,13,43,419,5/16,38.09,9.74,23.45,0,0,2014
23,Dale Steyn SRH,11,14,14,56,431,3/11,39.18,7.69,30.54,0,0,2014
24,Umesh Yadav KKR,11,12,12,45,367,4/24,33.36,8.15,24.54,0,0,2014
25,Karanveer Singh PBKS,11,5,5,20,164,4/1,14.9,8.2,10.9,1,0,2014
26,Imran Tahir DC,9,6,6,21,171,4/12,19,8.2,13.88,0,0,2014
27,Jaydev Unadkat DC,9,9,9,31,270,5/25,30,8.66,20.77,0,0,2014
28,Kane Richardson RR,9,7,7,27,206,3/13,22.88,7.62,18,0,0,2014
29,Ashish Nehra CSK,8,4,4,15,142,4/10,17.75,9.46,11.25,0,0,2014
30,Shahbaz Nadeem DC,8,11,11,38,311,3/16,38.87,8.18,28.5,0,0,2014
31,Ben Hilfenhaus CSK,8,8,8,28,246,3/27,30.75,8.78,21,0,0,2014
32,Parvinder Awana PBKS,7,7,7,23,245,4/1,35,10.42,20.14,0,0,2014
33,Amit Mishra SRH,7,10,10,37,340,5/17,48.57,9.06,32.14,0,0,2014
34,Mohammad Shami DC,7,12,12,44,369,3/15,52.71,8.38,37.71,0,0,2014
35,Vinay Kumar KKR,7,9,9,32,281,4/1,40.14,8.78,27.42,0,0,2014
36,Shane Watson RR,7,13,9,21,165,4/29,23.57,7.85,18,0,0,2014
37,Shreyas Gopal MI,6,4,4,14,113,4/16,18.83,8.07,14,0,0,2014
38,Ishwar Pandey CSK,6,13,12,42,318,2/23,53,7.57,42,0,0,2014
39,Wayne Parnell DC,6,8,8,30,223,3/27,37.16,7.39,30.16,0,0,2014
40,Dhawal Kulkarni RR,6,8,8,27,221,4/14,36.83,8.18,27,0,0,2014
