Pos,Player,Team,Matches,Innings,Not Outs,Runs,HS,Avg,BF,SR,100s,50s,4s,6s,Season
115,Parveez RasoolSRH,CSK,2,2,1,1,2*,0,2,100,0,0,0,0,2015
116,Ronit MoreCSK,DC,2,2,1,1,2*,0,2,100,0,0,0,0,2015
117,Shahbaz NadeemDC,RR,2,4,1,0,2,2,7,28.57,0,0,0,0,2015
118,Juan TheronRR,MI,1,1,1,1,1*,0,1,100,0,0,0,0,2015
119,Shreyas GopalMI,PBKS,1,1,1,1,1*,0,1,100,0,0,0,0,2015
120,Beuran HendricksPBKS,SRH,1,4,2,2,1*,0,2,50,0,0,0,0,2015
121,Bipul SharmaSRH,DC,1,4,1,0,1,1,2,50,0,0,0,0,2015
122,Domnic JosephDC,RCB,1,6,2,1,1,1,3,33.33,0,0,0,0,2015
123,Yuzvendra ChahalRCB,CSK,1,15,2,2,1*,0,1,100,0,0,0,0,2015
124,Ashish NehraCSK,RR,1,16,4,3,1*,1,7,14.28,0,0,0,0,2015
125,Rajat BhatiaRR,KKR,0,2,1,0,0*,0,1,0,0,0,0,0,2015
126,Pat CumminsKKR,RCB,0,3,1,0,0*,0,2,0,0,0,0,0,2015
127,Sreenath AravindRCB,KKR,0,5,1,1,0*,0,1,0,0,0,0,0,2015
128,Sunil NarineKKR,MI,0,8,1,1,0*,0,1,0,0,0,0,0,2015
129,Vinay KumarMI,,0,13,3,2,0*,0,2,0,0,0,0,0,2015
1,Virat KohliRCB,SRH,973,16,16,4,113,81.08,640,152.03,4,7,83,38,2016
2,David WarnerSRH,RCB,848,17,17,3,93*,60.57,560,151.42,0,9,88,31,2016
3,AB de VilliersRCB,KKR,687,16,16,3,129*,52.84,407,168.79,1,6,57,37,2016
4,Gautam GambhirKKR,SRH,501,15,15,2,90*,38.53,411,121.89,0,5,54,6,2016
5,Shikhar DhawanSRH,MI,501,17,17,4,82*,38.53,429,116.78,0,4,51,8,2016
6,Rohit SharmaMI,RPS,489,14,14,3,85*,44.45,368,132.88,0,5,49,16,2016
7,Ajinkya RahaneRPS,PBKS,480,14,14,3,74,43.63,379,126.64,0,6,54,9,2016
8,Murali VijayPBKS,DC,453,14,14,1,89,34.84,364,124.45,0,5,50,10,2016
9,Quinton de KockDC,GL,445,13,13,1,108,37.08,327,136.08,1,3,52,13,2016
10,Suresh RainaGL,RCB,399,15,15,1,75,28.5,312,127.88,0,3,39,10,2016
11,KL RahulRCB,KKR,397,14,12,3,68*,44.11,271,146.49,0,4,37,16,2016
12,Robin UthappaKKR,GL,394,15,15,0,72,26.26,289,136.33,0,3,45,8,2016
13,Aaron FinchGL,KKR,393,13,12,2,74,39.3,299,131.43,0,5,45,11,2016
14,Yusuf PathanKKR,DC,361,15,13,8,63*,72.2,248,145.56,0,3,33,13,2016
15,Karun NairDC,GL,357,14,12,2,83*,35.7,297,120.2,0,3,40,6,2016
16,Brendon McCullumGL,GL,354,16,16,0,60,22.12,262,135.11,0,1,38,16,2016
17,Dinesh KarthikGL,MI,335,16,15,2,53,25.76,266,125.93,0,3,38,3,2016
18,Ambati RayuduMI,GL,334,13,12,1,65,30.36,278,120.14,0,2,28,12,2016
19,Dwayne SmithGL,DC,324,12,12,1,73,29.45,221,146.6,0,3,35,16,2016
20,Sanju SamsonDC,RPS,291,14,14,3,60,26.45,259,112.35,0,1,20,8,2016
21,MS DhoniRPS,RPS,284,14,12,5,64*,40.57,210,135.23,0,1,18,14,2016
22,Steve SmithRPS,PBKS,270,8,7,1,101,45,176,153.4,1,0,27,8,2016
23,Wriddhiman SahaPBKS,MI,270,12,12,1,56,24.54,212,127.35,0,2,29,1,2016
24,Jos ButtlerMI,KKR,255,14,14,3,41,23.18,184,138.58,0,0,23,11,2016
25,Manish PandeyKKR,MI,248,12,11,3,52,31,183,135.51,0,2,17,9,2016
26,Krunal PandyaMI,SRH,237,12,9,3,86,39.5,124,191.12,0,1,22,13,2016
27,Yuvraj SinghSRH,RCB,236,10,10,1,44,26.22,179,131.84,0,0,22,13,2016
28,Chris GayleRCB,MI,227,10,10,0,76,22.7,150,151.33,0,2,17,21,2016
29,Kieron PollardMI,RPS,207,13,12,4,51*,25.87,144,143.75,0,1,11,16,2016
30,Faf du PlessisRPS,DC,206,6,6,0,69,34.33,162,127.16,0,2,17,9,2016
31,Rishabh PantDC,DC,198,10,10,2,69,24.75,152,130.26,0,1,19,6,2016
32,Chris MorrisDC,DC,195,12,7,4,82*,65,109,178.89,0,1,15,12,2016
33,JP DuminyDC,GL,191,10,8,3,49*,38.2,156,122.43,0,0,13,3,2016
34,Ravindra JadejaGL,KKR,191,15,15,6,36*,21.22,178,107.3,0,0,14,4,2016
35,Andre RussellKKR,KKR,188,12,8,1,39*,26.85,114,164.91,0,0,10,15,2016
36,Suryakumar YadavKKR,SRH,182,15,11,4,60,26,143,127.27,0,1,18,5,2016
37,Moises HenriquesSRH,PBKS,182,17,15,3,31*,15.16,158,115.18,0,0,15,6,2016
38,Glenn MaxwellPBKS,RCB,179,11,11,2,68,19.88,124,144.35,0,2,14,8,2016
39,Shane WatsonRCB,MI,179,16,15,2,36,13.76,134,133.58,0,0,14,12,2016
40,Parthiv PatelMI,RPS,177,10,10,0,81,17.7,152,116.44,0,1,23,4,2016
41,Saurabh TiwaryRPS,PBKS,170,10,7,0,57,24.28,141,120.56,0,2,17,4,2016
42,Manan VohraPBKS,PBKS,161,7,7,0,51,23,131,122.9,0,1,19,3,2016
43,David MillerPBKS,PBKS,161,14,13,3,31,16.1,131,122.9,0,0,11,4,2016
44,Shaun MarshPBKS,PBKS,159,6,6,1,56*,31.8,134,118.65,0,1,13,4,2016
45,Hashim AmlaPBKS,RPS,157,6,6,0,96,26.16,119,131.93,0,1,20,4,2016
46,Thisara PereraRPS,PBKS,150,12,10,3,34,21.42,93,161.29,0,0,7,11,2016
47,Marcus StoinisPBKS,SRH,146,7,5,1,52,36.5,108,135.18,0,1,13,4,2016
48,Deepak HoodaSRH,SRH,144,17,15,1,34,10.28,121,119,0,0,9,5,2016
49,Naman OjhaSRH,RPS,136,17,13,3,37,13.6,138,98.55,0,0,7,5,2016
50,Usman KhawajaRPS,SRH,127,6,6,0,30,21.16,100,127,0,0,14,3,2016
51,Kane WilliamsonSRH,SRH,124,6,6,0,50,20.66,122,101.63,0,1,14,0,2016
52,Eoin MorganSRH,RCB,123,7,6,1,51,24.6,105,117.14,0,1,8,4,2016
53,Sachin BabyRCB,KKR,119,11,6,1,33,23.8,79,150.63,0,0,9,5,2016
54,Shakib Al HasanKKR,PBKS,114,10,7,2,66*,22.8,106,107.54,0,1,7,5,2016
55,Gurkeerat Mann SinghPBKS,PBKS,113,7,6,1,51,22.6,86,131.39,0,1,11,3,2016
56,Axar PatelPBKS,MI,111,14,10,3,36*,15.85,77,144.15,0,0,4,8,2016
57,Nitish RanaMI,GL,104,4,3,0,70,34.66,75,138.66,0,1,7,8,2016
58,Dwayne BravoGL,MI,99,15,13,5,22*,12.37,82,120.73,0,0,11,1,2016
59,Harbhajan SinghMI,DC,92,14,7,4,45*,30.66,84,109.52,0,0,11,2,2016
60,Sam BillingsDC,RPS,88,5,4,0,54,22,64,137.5,0,1,4,4,2016
61,George BaileyRPS,DC,84,6,5,1,34,21,98,85.71,0,0,9,2,2016
62,Carlos BrathwaiteDC,GL,83,8,6,0,34,13.83,38,218.42,0,0,6,8,2016
63,James FaulknerGL,RPS,77,7,5,2,32,25.66,59,130.5,0,0,7,0,2016
64,Kevin PietersenRPS,RCB,73,4,4,2,37,36.5,61,119.67,0,0,4,3,2016
65,Sarfaraz KhanRCB,SRH,66,5,4,2,35*,33,31,212.9,0,0,7,4,2016
66,Ben CuttingSRH,RCB,65,4,4,2,39*,32.5,34,191.17,0,0,4,6,2016
67,Stuart BinnyRCB,MI,63,14,6,3,21,21,39,161.53,0,0,5,4,2016
68,Martin GuptillMI,DC,57,3,3,0,48,19,55,103.63,0,0,3,3,2016
69,Pawan NegiDC,RCB,57,8,6,4,19*,28.5,59,96.61,0,0,2,3,2016
70,Travis HeadRCB,SRH,54,3,3,1,37,27,40,135,0,0,3,2,2016
71,Bipul SharmaSRH,SRH,51,7,4,2,27*,25.5,25,204,0,0,1,5,2016
72,Ashish ReddySRH,MI,47,4,3,1,32,23.5,29,162.06,0,0,2,4,2016
73,Hardik PandyaMI,SRH,44,11,9,2,9,6.28,63,69.84,0,0,4,0,2016
74,Bhuvneshwar KumarSRH,RCB,43,17,8,2,21,7.16,27,159.25,0,0,6,1,2016
75,Kedar JadhavRCB,GL,42,4,3,3,25*,0,32,131.25,0,0,2,2,2016
76,Ishan KishanGL,RPS,42,5,5,0,27,8.4,41,102.43,0,0,5,0,2016
77,Ravichandran AshwinRPS,RCB,41,14,6,4,29,20.5,38,107.89,0,0,3,1,2016
78,Iqbal AbdullaRCB,SRH,37,8,2,2,33*,0,27,137.03,0,0,4,1,2016
79,Karn SharmaSRH,RPS,36,5,3,3,26*,0,30,120,0,0,3,1,2016
80,Rajat BhatiaRPS,MI,34,10,6,5,21,34,20,170,0,0,1,2,2016
81,Mitchell McClenaghanMI,PBKS,34,14,5,2,20,11.33,23,147.82,0,0,2,3,2016
82,Mohit SharmaPBKS,KKR,32,14,6,2,15,8,26,123.07,0,0,3,1,2016
83,Colin MunroKKR,DC,30,4,3,0,16,10,30,100,0,0,3,0,2016
84,Shreyas IyerDC,MI,30,6,6,0,19,5,43,69.76,0,0,2,1,2016
85,Tim SoutheeMI,GL,30,11,4,1,25,10,19,157.89,0,0,1,2,2016
86,Praveen KumarGL,DC,28,16,7,3,15,7,27,103.7,0,0,4,0,2016
87,Mayank AgarwalDC,KKR,27,3,3,0,10,9,25,108,0,0,3,1,2016
88,Piyush ChawlaKKR,KKR,27,12,3,0,11,9,26,103.84,0,0,4,0,2016
89,Chris LynnKKR,GL,25,2,2,1,15,25,22,113.63,0,0,0,1,2016
90,Eklavya DwivediGL,KKR,24,4,2,0,19,12,14,171.42,0,0,2,2,2016
91,Rajagopal SathishKKR,PBKS,24,4,3,0,10,8,24,100,0,0,1,1,2016
92,Nikhil NaikPBKS,GL,23,2,2,0,22,11.5,31,74.19,0,0,1,0,2016
93,Dhawal KulkarniGL,KKR,23,14,5,3,6*,11.5,15,153.33,0,0,2,0,2016
94,Jason HolderKKR,GL,22,4,4,0,13,5.5,19,115.78,0,0,2,1,2016
95,Akshdeep NathGL,PBKS,20,4,3,0,12,6.66,27,74.07,0,0,1,0,2016
96,Pradeep SahuPBKS,RPS,19,5,2,1,18*,19,13,146.15,0,0,1,1,2016
97,Albie MorkelRPS,PBKS,16,2,1,0,16,16,9,177.77,0,0,0,2,2016
98,Rishi DhawanPBKS,PBKS,14,2,2,2,11*,0,6,233.33,0,0,0,1,2016
99,Farhaan BehardienPBKS,MI,14,3,3,1,9*,7,13,107.69,0,0,2,0,2016
100,Vinay KumarMI,PBKS,13,3,2,1,12,13,12,108.33,0,0,0,1,2016
101,KC CariappaPBKS,PBKS,13,5,2,1,12*,13,11,118.18,0,0,0,1,2016
102,Kyle AbbottPBKS,RPS,13,5,3,2,12*,13,8,162.5,0,0,0,1,2016
103,Irfan PathanRPS,RCB,11,4,3,0,7,3.66,13,84.61,0,0,0,0,2016
104,Parveez RasoolRCB,DC,10,4,1,0,10,10,9,111.11,0,0,1,0,2016
105,Nathan Coulter-NileDC,KKR,9,4,2,2,7*,0,14,64.28,0,0,1,0,2016
106,Umesh YadavKKR,MI,9,9,2,1,7*,9,5,180,0,0,0,1,2016
107,Lendl SimmonsMI,SRH,8,1,1,0,8,8,8,100,0,0,0,1,2016
108,Aditya TareSRH,MI,8,3,2,0,8,4,15,53.33,0,0,1,0,2016
109,Jasprit BumrahMI,PBKS,8,14,2,1,6,8,11,72.72,0,0,1,0,2016
110,Sandeep SharmaPBKS,RPS,8,14,4,4,5*,0,9,88.88,0,0,0,0,2016
111,Mitchell MarshRPS,GL,7,3,1,0,7,7,11,63.63,0,0,0,0,2016
112,Pravin TambeGL,KKR,7,7,1,1,7*,0,19,36.84,0,0,1,0,2016
113,Sunil NarineKKR,RPS,7,11,4,3,4,7,13,53.84,0,0,0,0,2016
114,Peter HandscombRPS,DC,6,2,1,0,6,6,12,50,0,0,0,0,2016
115,Jayant YadavDC,DC,6,5,2,0,5,3,10,60,0,0,0,0,2016
116,Zaheer KhanDC,RCB,6,12,2,0,4,3,13,46.15,0,0,1,0,2016
117,David WieseRCB,PBKS,5,1,1,1,5*,0,4,125,0,0,0,0,2016
118,Mitchell JohnsonPBKS,DC,5,3,3,1,4,2.5,14,35.71,0,0,0,0,2016
119,Imran TahirDC,DC,5,4,1,0,5,5,7,71.42,0,0,1,0,2016
120,Amit MishraDC,SRH,4,14,2,0,3,2,14,28.57,0,0,0,0,2016
121,Barinder SranSRH,RPS,4,14,4,4,2*,0,4,100,0,0,0,0,2016
122,Ankit SharmaRPS,RCB,3,3,1,1,3*,0,3,100,0,0,0,0,2016
123,Chris JordanRCB,MI,3,9,1,0,3,3,4,75,0,0,0,0,2016
124,Shreyas GopalMI,DC,2,1,1,0,2,2,16,12.5,0,0,0,0,2016
125,Mohammad ShamiDC,GL,2,8,2,2,2*,0,4,50,0,0,0,0,2016
126,Dale SteynGL,RCB,1,1,1,0,1,1,2,50,0,0,0,0,2016
127,Kane RichardsonRCB,DC,1,4,1,1,1*,0,1,100,0,0,0,0,2016
128,Shahbaz NadeemDC,GL,1,4,1,1,1*,0,5,20,0,0,0,0,2016
129,Shadab JakatiGL,SRH,1,6,1,1,1*,0,2,50,0,0,0,0,2016
130,Ashish NehraSRH,KKR,1,8,2,2,1*,0,1,100,0,0,0,0,2016
131,Morne MorkelKKR,PBKS,1,10,2,2,1*,0,1,100,0,0,0,0,2016
132,Swapnil SinghPBKS,MI,0,1,1,0,0*,0,1,0,0,0,0,0,2016
133,Unmukt ChandMI,RPS,0,1,1,0,0*,0,4,0,0,0,0,0,2016
134,Adam ZampaRPS,GL,0,5,1,0,0*,0,1,0,0,0,0,0,2016
135,Shivil KaushikGL,RPS,0,7,2,1,0*,0,1,0,0,0,0,0,2016
136,Murugan AshwinRPS,,0,10,1,0,0*,0,1,0,0,0,0,0,2016
1,David WarnerSRH,KKR,641,14,14,3,126,58.27,452,141.81,1,4,63,26,2017
2,Gautam GambhirKKR,SRH,498,16,16,4,76*,41.5,389,128.02,0,4,61,7,2017
3,Shikhar DhawanSRH,RPS,479,14,14,1,77,36.84,376,127.39,0,3,53,9,2017
4,Steve SmithRPS,GL,472,15,15,3,84*,39.33,387,121.96,0,3,38,12,2017
5,Suresh RainaGL,PBKS,442,14,14,3,84,40.18,307,143.97,0,3,42,13,2017
6,Hashim AmlaPBKS,KKR,420,10,10,3,104*,60,288,145.83,2,2,40,17,2017
7,Manish PandeyKKR,MI,396,14,13,5,81*,49.5,308,128.57,0,2,28,12,2017
8,Parthiv PatelMI,RPS,395,16,16,0,70,24.68,293,134.81,0,2,49,8,2017
9,Rahul TripathiRPS,KKR,391,14,14,0,93,27.92,267,146.44,0,2,43,17,2017
10,Robin UthappaKKR,DC,388,14,13,0,87,29.84,235,165.1,0,5,36,21,2017
11,Sanju SamsonDC,MI,386,14,14,0,102,27.57,273,141.39,1,2,32,19,2017
12,Kieron PollardMI,RPS,385,17,16,3,70,29.61,276,139.49,0,3,26,22,2017
13,Ajinkya RahaneRPS,DC,382,16,16,1,60,25.46,323,118.26,0,2,35,9,2017
14,Rishabh PantDC,GL,366,14,14,0,97,26.14,221,165.61,0,2,28,24,2017
15,Dinesh KarthikGL,DC,361,14,13,3,65,36.1,259,139.38,0,2,30,11,2017
16,Shreyas IyerDC,MI,338,12,12,2,96,33.8,243,139.09,0,2,36,10,2017
17,Nitish RanaMI,MI,333,13,12,1,62*,30.27,264,126.13,0,3,24,17,2017
18,Rohit SharmaMI,RPS,333,17,16,2,67,23.78,273,121.97,0,3,31,9,2017
19,Manoj TiwaryRPS,GL,324,15,13,3,60,32.4,236,137.28,0,2,31,11,2017
20,Brendon McCullumGL,RPS,319,11,11,0,72,29,217,147,0,2,29,18,2017
21,Ben StokesRPS,PBKS,316,12,11,1,103*,31.6,221,142.98,1,1,22,15,2017
22,Glenn MaxwellPBKS,RCB,310,14,13,3,47,31,179,173.18,0,0,19,26,2017
23,Virat KohliRCB,GL,308,10,10,0,64,30.8,252,122.22,0,4,23,11,2017
24,Aaron FinchGL,KKR,299,13,13,1,72,24.91,180,166.11,0,2,25,19,2017
25,Chris LynnKKR,RPS,295,7,7,1,93*,49.16,163,180.98,0,3,25,19,2017
26,MS DhoniRPS,DC,290,16,15,4,61*,26.36,250,116,0,1,15,16,2017
27,Karun NairDC,GL,281,14,13,0,64,21.61,226,124.33,0,1,39,6,2017
28,Ishan KishanGL,SRH,277,11,10,0,61,27.7,206,134.46,0,1,29,13,2017
29,Moises HenriquesSRH,MI,277,12,11,5,55*,46.16,203,136.45,0,3,28,4,2017
30,Jos ButtlerMI,RCB,272,10,10,0,77,27.2,177,153.67,0,1,27,15,2017
31,Kedar JadhavRCB,PBKS,267,13,13,1,69,22.25,186,143.54,0,1,25,10,2017
32,Shaun MarshPBKS,SRH,264,9,8,0,84,33,194,136.08,0,2,36,5,2017
33,Kane WilliamsonSRH,SRH,256,7,7,1,89,42.66,169,151.47,0,2,20,10,2017
34,Yuvraj SinghSRH,MI,252,12,11,2,70*,28,177,142.37,0,2,30,8,2017
35,Hardik PandyaMI,MI,250,17,16,9,35*,35.71,160,156.25,0,0,11,20,2017
36,Krunal PandyaMI,GL,243,13,11,4,47,34.71,179,135.75,0,0,24,7,2017
37,Dwayne SmithGL,PBKS,239,12,12,1,74,21.72,156,153.2,0,2,32,8,2017
38,Wriddhiman SahaPBKS,PBKS,234,14,11,1,93*,23.4,187,125.13,0,1,20,8,2017
39,Manan VohraPBKS,PBKS,229,11,9,0,95,25.44,159,144.02,0,1,23,9,2017
40,Axar PatelPBKS,KKR,227,14,13,5,44,28.37,162,140.12,0,0,11,11,2017
41,Sunil NarineKKR,RCB,224,16,14,1,54,17.23,130,172.3,0,1,34,10,2017
42,AB de VilliersRCB,RCB,216,9,9,1,89*,27,163,132.51,0,1,12,16,2017
43,Chris GayleRCB,RCB,200,9,9,0,77,22.22,163,122.69,0,1,15,14,2017
44,Mandeep SinghRCB,GL,188,11,10,0,52,18.8,177,106.21,0,1,21,4,2017
45,Ravindra JadejaGL,DC,158,12,10,6,28,39.5,113,139.82,0,0,13,4,2017
46,Chris MorrisDC,RCB,154,9,9,4,52*,30.8,94,163.82,0,1,15,6,2017
47,Travis HeadRCB,RCB,151,7,7,2,75*,30.2,108,139.81,0,1,9,6,2017
48,Pawan NegiRCB,KKR,144,12,10,2,35,18,111,129.72,0,0,10,7,2017
49,Yusuf PathanKKR,DC,143,15,11,3,59,17.87,115,124.34,0,1,9,6,2017
50,Corey AndersonDC,DC,142,11,11,4,41*,20.28,123,115.44,0,0,8,9,2017
51,Sam BillingsDC,MI,138,6,6,0,55,23,104,132.69,0,1,19,1,2017
52,Lendl SimmonsMI,PBKS,137,7,7,0,66,19.57,112,122.32,0,2,10,8,2017
53,Martin GuptillPBKS,KKR,132,7,7,1,50*,22,88,150,0,1,17,5,2017
54,Colin de GrandhommeKKR,KKR,126,12,9,1,36,15.75,92,136.95,0,0,10,6,2017
55,Suryakumar YadavKKR,SRH,105,10,7,1,31,17.5,88,119.31,0,0,8,3,2017
56,Vijay ShankarSRH,MI,101,4,4,2,63*,50.5,75,134.66,0,1,12,1,2017
57,Ambati RayuduMI,PBKS,91,5,5,0,63,18.2,78,116.66,0,1,7,3,2017
58,David MillerPBKS,RPS,83,5,4,1,30*,27.66,80,103.75,0,0,4,4,2017
59,Dan ChristianRPS,SRH,79,13,9,4,17*,15.8,49,161.22,0,0,5,5,2017
60,Naman OjhaSRH,RCB,79,14,5,1,34,19.75,65,121.53,0,0,2,3,2017
61,Stuart BinnyRCB,SRH,78,8,7,2,18*,15.6,76,102.63,0,0,6,3,2017
62,Deepak HoodaSRH,DC,78,10,6,3,19*,26,52,150,0,0,5,4,2017
63,Pat CumminsDC,RCB,77,12,9,4,24,15.4,53,145.28,0,0,5,4,2017
64,Shane WatsonRCB,PBKS,71,8,7,1,24,11.83,78,91.02,0,0,6,1,2017
65,Eoin MorganPBKS,GL,65,4,4,0,26,16.25,62,104.83,0,0,6,2,2017
66,Jason RoyGL,DC,59,3,3,1,31,29.5,40,147.5,0,0,9,1,2017
67,Kagiso RabadaDC,GL,55,6,3,0,44,18.33,64,85.93,0,0,5,1,2017
68,James FaulknerGL,GL,54,8,6,2,21,13.5,57,94.73,0,0,4,0,2017
69,Andrew TyeGL,MI,53,6,3,1,25,26.5,30,176.66,0,0,4,3,2017
70,Saurabh TiwaryMI,SRH,52,1,1,0,52,52,43,120.93,0,1,9,0,2017
71,Ben CuttingSRH,PBKS,51,4,3,1,20,25.5,26,196.15,0,0,5,3,2017
72,Mohit SharmaPBKS,MI,51,14,7,1,13,8.5,50,102,0,0,3,1,2017
73,Karn SharmaMI,DC,49,9,6,0,19,8.16,41,119.51,0,0,5,2,2017
74,Amit MishraDC,KKR,49,14,6,5,13*,49,52,94.23,0,0,2,2,2017
75,Chris WoakesKKR,KKR,46,13,7,3,18,11.5,47,97.87,0,0,4,1,2017
76,Sheldon JacksonKKR,DC,38,4,3,1,16,19,31,122.58,0,0,5,0,2017
77,Mohammad ShamiDC,KKR,36,8,6,2,21,9,24,150,0,0,4,2,2017
78,Ishank JaggiKKR,DC,33,2,2,1,28,33,39,84.61,0,0,3,0,2017
79,Angelo MathewsDC,RCB,32,3,2,0,31,16,27,118.51,0,0,2,1,2017
80,Sreenath AravindRCB,SRH,32,10,8,4,9,8,40,80,0,0,2,0,2017
81,Bipul SharmaSRH,DC,31,7,3,2,21*,31,24,129.16,0,0,2,1,2017
82,Marlon SamuelsDC,GL,29,5,4,0,27,7.25,31,93.54,0,0,1,2,2017
83,Basil ThampiGL,RPS,28,12,5,5,13*,0,28,100,0,0,1,1,2017
84,Mayank AgarwalRPS,RPS,26,3,3,0,20,8.66,27,96.29,0,0,3,0,2017
85,Ankit SharmaRPS,RCB,25,1,1,0,25,25,15,166.66,0,0,2,1,2017
86,Aniket ChoudharyRCB,MI,25,5,3,2,15*,25,20,125,0,0,1,1,2017
87,Mitchell JohnsonMI,KKR,20,5,3,3,13*,0,17,117.64,0,0,1,1,2017
88,Kuldeep YadavKKR,PBKS,20,12,2,0,16,10,22,90.9,0,0,2,0,2017
89,Rahul TewatiaPBKS,RCB,19,3,2,1,15*,19,11,172.72,0,0,4,0,2017
90,Vishnu VinodRCB,DC,19,3,3,0,9,6.33,26,73.07,0,0,1,1,2017
91,Aditya TareDC,PBKS,18,3,3,0,18,6,23,78.26,0,0,3,0,2017
92,Marcus StoinisPBKS,RPS,17,5,3,0,9,5.66,24,70.83,0,0,1,0,2017
93,Rajat BhatiaRPS,MI,16,3,2,1,16,16,17,94.11,0,0,0,1,2017
94,Harbhajan SinghMI,MI,16,11,7,5,7*,8,16,100,0,0,0,1,2017
95,Mitchell McClenaghanMI,MI,16,14,7,3,12,4,15,106.66,0,0,0,1,2017
96,Jasprit BumrahMI,PBKS,16,16,2,1,16*,16,12,133.33,0,0,0,1,2017
97,Anureet SinghPBKS,RCB,15,1,1,0,15,15,12,125,0,0,2,0,2017
98,Sachin BabyRCB,RPS,15,3,3,0,12,5,15,100,0,0,2,0,2017
99,Deepak ChaharRPS,KKR,14,3,1,0,14,14,6,233.33,0,0,0,2,2017
100,Nathan Coulter-NileKKR,RCB,14,8,3,0,6,4.66,12,116.66,0,0,0,2,2017
101,Samuel BadreeRCB,RCB,13,7,5,0,8,2.6,23,56.52,0,0,0,0,2017
102,Yuzvendra ChahalRCB,DC,13,13,6,3,4*,4.33,26,50,0,0,0,0,2017
103,Ankit BawneDC,DC,12,1,1,1,12*,0,12,100,0,0,1,0,2017
104,Carlos BrathwaiteDC,PBKS,12,2,2,0,11,6,15,80,0,0,2,0,2017
105,Swapnil SinghPBKS,SRH,12,4,2,0,10,6,19,63.15,0,0,0,0,2017
106,Rashid KhanSRH,KKR,11,14,3,1,6*,5.5,9,122.22,0,0,0,1,2017
107,Umesh YadavKKR,RPS,10,14,4,4,4*,0,13,76.92,0,0,0,0,2017
108,Washington SundarRPS,RPS,9,11,5,4,5*,9,12,75,0,0,0,0,2017
109,Faf du PlessisRPS,RCB,8,2,1,0,8,8,7,114.28,0,0,1,0,2017
110,Tymal MillsRCB,PBKS,8,5,3,0,6,2.66,11,72.72,0,0,0,1,2017
111,Ishant SharmaPBKS,GL,8,6,3,1,5*,4,12,66.66,0,0,1,0,2017
112,Praveen KumarGL,RPS,8,6,2,1,7*,8,9,88.88,0,0,0,0,2017
113,Ashok DindaRPS,MI,7,3,1,0,7,7,7,100,0,0,1,0,2017
114,Tim SoutheeMI,RCB,7,3,1,0,7,7,3,233.33,0,0,0,1,2017
115,Adam MilneRCB,GL,7,4,3,1,5,3.5,12,58.33,0,0,0,0,2017
116,Ankit SoniGL,MI,7,7,3,1,7*,3.5,9,77.77,0,0,0,1,2017
117,Lasith MalingaMI,PBKS,7,12,2,2,7*,0,3,233.33,0,0,0,1,2017
118,Sandeep SharmaPBKS,KKR,7,13,4,4,5*,0,6,116.66,0,0,0,0,2017
119,Darren BravoKKR,RCB,6,1,1,1,6*,0,5,120,0,0,1,0,2017
120,Iqbal AbdullaRCB,RPS,5,2,1,1,5*,0,7,71.42,0,0,0,0,2017
121,Adam ZampaRPS,KKR,5,6,1,0,5,5,7,71.42,0,0,1,0,2017
122,Trent BoultKKR,KKR,5,6,1,1,5*,0,8,62.5,0,0,0,0,2017
123,Ankit RajpootKKR,PBKS,4,5,1,0,4,4,7,57.14,0,0,1,0,2017
124,Varun AaronPBKS,DC,4,6,2,1,4,4,10,40,0,0,0,0,2017
125,Zaheer KhanDC,SRH,4,11,3,2,2,4,13,30.76,0,0,0,0,2017
126,Bhuvneshwar KumarSRH,RPS,4,14,2,1,4*,4,4,100,0,0,0,0,2017
127,Rahul ChaharRPS,GL,3,3,1,1,3*,0,2,150,0,0,0,0,2017
128,Irfan PathanGL,SRH,2,1,1,0,2,2,3,66.66,0,0,0,0,2017
129,Mohammad NabiSRH,PBKS,2,3,1,0,2,2,3,66.66,0,0,0,0,2017
130,KC CariappaPBKS,GL,2,4,2,0,1,1,7,28.57,0,0,0,0,2017
131,Pradeep SangwanGL,KKR,2,5,3,1,1*,1,4,50,0,0,0,0,2017
132,Piyush ChawlaKKR,DC,2,6,1,0,2,2,6,33.33,0,0,0,0,2017
133,Shahbaz NadeemDC,RPS,2,7,4,1,2,0.66,9,22.22,0,0,0,0,2017
134,Jaydev UnadkatRPS,KKR,2,12,2,2,2*,0,5,40,0,0,0,0,2017
135,Shakib Al HasanKKR,RPS,1,1,1,1,1*,0,1,100,0,0,0,0,2017
136,Lockie FergusonRPS,GL,1,4,1,1,1*,0,1,100,0,0,0,0,2017
137,Dhawal KulkarniGL,GL,1,6,1,0,1,1,2,50,0,0,0,0,2017
138,Akshdeep NathGL,SRH,0,1,1,0,0*,0,1,0,0,0,0,0,2017
139,Chris JordanSRH,GL,0,1,1,0,0*,0,1,0,0,0,0,0,2017
140,Munaf PatelGL,SRH,0,2,1,0,0*,0,1,0,0,0,0,0,2017
141,Siddarth KaulSRH,RPS,0,10,1,1,0*,0,2,0,0,0,0,0,2017
142,Imran TahirRPS,RPS,0,12,1,1,0*,0,2,0,0,0,0,0,2017
143,Shardul ThakurRPS,,0,12,3,0,0*,0,3,0,0,0,0,0,2017
1,Kane WilliamsonSRH,DC,735,17,17,3,84,52.5,516,142.44,0,8,64,28,2018
